,open,high,low,close,adjclose,volume,ticker,date,adjclose_15,true_adjclose_15,buy_profit,sell_profit
2017-11-10,1126.0999755859375,1131.75,1124.06005859375,1125.3499755859375,1125.3499755859375,2179900,AMZN,2017-11-10,130.69688,130.47000122070312,0.0,994.8799743652344
2017-11-13,1123.0,1139.9000244140625,1122.3399658203125,1129.1700439453125,1129.1700439453125,2918400,AMZN,2017-11-13,666.9584,607.0499877929688,0.0,522.1200561523438
2017-11-14,1130.1099853515625,1138.0,1123.8900146484375,1136.8399658203125,1136.8399658203125,3138400,AMZN,2017-11-14,19.894056,11.640000343322754,0.0,1125.1999654769897
2017-11-15,1127.010009765625,1131.75,1121.6300048828125,1126.68994140625,1126.68994140625,3928700,AMZN,2017-11-15,136.6383,117.36000061035156,0.0,1009.3299407958984
2017-11-16,1130.1600341796875,1138.1600341796875,1130.050048828125,1137.2900390625,1137.2900390625,2213300,AMZN,2017-11-16,12.692118,5.0729169845581055,0.0,1132.217122077942
2017-11-17,1138.280029296875,1138.800048828125,1125.81005859375,1129.8800048828125,1129.8800048828125,2413400,AMZN,2017-11-17,153.15999,124.58999633789061,0.0,1005.2900085449219
2017-11-20,1129.77001953125,1133.4200439453125,1122.550048828125,1126.31005859375,1126.31005859375,2163900,AMZN,2017-11-20,152.92159,125.77999877929688,0.0,1000.5300598144531
2017-11-21,1132.8599853515625,1140.0,1128.199951171875,1139.489990234375,1139.489990234375,2479400,AMZN,2017-11-21,258.012,258.4800109863281,0.0,881.0099792480469
2017-11-22,1141.0,1160.27001953125,1141.0,1156.1600341796875,1156.1600341796875,3555300,AMZN,2017-11-22,1800.0046,1861.68994140625,705.5299072265625,0.0
2017-11-24,1160.699951171875,1186.8399658203125,1160.699951171875,1186.0,1186.0,3528000,AMZN,2017-11-24,22.45148,16.440000534057617,0.0,1169.5599994659424
2017-11-27,1202.6600341796875,1213.4100341796875,1191.1500244140625,1195.8299560546875,1195.8299560546875,6744000,AMZN,2017-11-27,1052.3748,958.469970703125,0.0,237.3599853515625
2017-11-28,1204.8800048828125,1205.3399658203125,1188.52001953125,1193.5999755859375,1193.5999755859375,4559400,AMZN,2017-11-28,250.22224,215.6199951171875,0.0,977.97998046875
2017-11-29,1194.800048828125,1194.800048828125,1145.18994140625,1161.27001953125,1161.27001953125,9257500,AMZN,2017-11-29,104.90715,78.4800033569336,0.0,1082.7900161743164
2017-11-30,1167.0999755859375,1178.5699462890625,1160.0,1176.75,1176.75,4509200,AMZN,2017-11-30,275.86795,273.3599853515625,0.0,903.3900146484375
2017-12-01,1172.050048828125,1179.6500244140625,1152.0,1162.3499755859375,1162.3499755859375,4107100,AMZN,2017-12-01,87.05154,69.12000274658203,0.0,1093.2299728393555
2017-12-04,1173.8499755859375,1175.199951171875,1128.0,1133.949951171875,1133.949951171875,5931900,AMZN,2017-12-04,44.638653,36.86000061035156,0.0,1097.0899505615234
2017-12-05,1128.260009765625,1159.27001953125,1124.739990234375,1141.5699462890625,1141.5699462890625,4079800,AMZN,2017-12-05,100.87095,95.31999969482422,0.0,1046.2499465942383
2017-12-06,1137.989990234375,1155.8900146484375,1136.0799560546875,1152.3499755859375,1152.3499755859375,2853300,AMZN,2017-12-06,13.956247,7.859375,0.0,1144.4906005859375
2017-12-07,1156.5899658203125,1163.18994140625,1151.0,1159.7900390625,1159.7900390625,2511600,AMZN,2017-12-07,78.33217,57.00000000000001,0.0,1102.7900390625
2017-12-08,1170.4000244140625,1172.7900390625,1157.0999755859375,1162.0,1162.0,3050100,AMZN,2017-12-08,229.16463,247.770004272461,0.0,914.2299957275391
2017-12-11,1164.5999755859375,1169.9000244140625,1157.0,1168.9200439453125,1168.9200439453125,2363500,AMZN,2017-12-11,51.344524,43.720001220703125,0.0,1125.2000427246094
2017-12-12,1166.510009765625,1173.5999755859375,1161.6099853515625,1165.0799560546875,1165.0799560546875,2235900,AMZN,2017-12-12,25.174393,16.18000030517578,0.0,1148.8999557495117
2017-12-13,1170.0,1170.8699951171875,1160.27001953125,1164.1300048828125,1164.1300048828125,2616800,AMZN,2017-12-13,42.454777,40.849998474121094,0.0,1123.2800064086914
2017-12-14,1163.7099609375,1177.9300537109375,1162.449951171875,1174.260009765625,1174.260009765625,3214300,AMZN,2017-12-14,72.25336,70.51999664306642,0.0,1103.7400131225586
2017-12-15,1179.030029296875,1182.75,1169.3299560546875,1179.1400146484375,1179.1400146484375,4778600,AMZN,2017-12-15,986.56726,961.3499755859375,0.0,217.7900390625
2017-12-18,1187.3699951171875,1194.780029296875,1180.9100341796875,1190.5799560546875,1190.5799560546875,2947600,AMZN,2017-12-18,209.773,197.13999938964844,0.0,993.4399566650391
2017-12-19,1189.1500244140625,1192.969970703125,1179.1400146484375,1187.3800048828125,1187.3800048828125,2587800,AMZN,2017-12-19,79.065094,92.21875000000001,0.0,1095.1612548828125
2017-12-20,1190.5,1191.0,1176.0,1177.6199951171875,1177.6199951171875,2371200,AMZN,2017-12-20,198.50867,201.25,0.0,976.3699951171875
2017-12-21,1175.9000244140625,1179.1700439453125,1167.6400146484375,1174.760009765625,1174.760009765625,2123100,AMZN,2017-12-21,369.62848,315.9100036621094,0.0,858.8500061035156
2017-12-22,1172.0799560546875,1174.6199951171875,1167.8299560546875,1168.3599853515625,1168.3599853515625,1585100,AMZN,2017-12-22,230.20908,234.77999877929688,0.0,933.5799865722656
2017-12-26,1168.3599853515625,1178.3199462890625,1160.550048828125,1176.760009765625,1176.760009765625,2005200,AMZN,2017-12-26,45.524887,35.7400016784668,0.0,1141.0200080871582
2017-12-27,1179.9100341796875,1187.2900390625,1175.6099853515625,1182.260009765625,1182.260009765625,1867200,AMZN,2017-12-27,227.64116,234.05999755859372,0.0,948.2000122070312
2017-12-28,1189.0,1190.0999755859375,1184.3800048828125,1186.0999755859375,1186.0999755859375,1841700,AMZN,2017-12-28,325.7507,305.4599914550781,0.0,880.6399841308594
2017-12-29,1182.3499755859375,1184.0,1167.5,1169.469970703125,1169.469970703125,2688400,AMZN,2017-12-29,22.913668,15.010000228881834,0.0,1154.4599704742432
2018-01-02,1172.0,1190.0,1170.510009765625,1189.010009765625,1189.010009765625,2694500,AMZN,2018-01-02,1617.9814,1641.5400390625,452.530029296875,0.0
2018-01-03,1188.300048828125,1205.489990234375,1188.300048828125,1204.199951171875,1204.199951171875,3108800,AMZN,2018-01-03,778.1404,817.8800048828125,0.0,386.3199462890625
2018-01-04,1205.0,1215.8699951171875,1204.6600341796875,1209.5899658203125,1209.5899658203125,3022100,AMZN,2018-01-04,352.66675,359.7799987792969,0.0,849.8099670410156
2018-01-05,1217.510009765625,1229.1400146484375,1210.0,1229.1400146484375,1229.1400146484375,3544700,AMZN,2018-01-05,35.638992,32.119998931884766,0.0,1197.0200157165527
2018-01-08,1236.0,1253.0799560546875,1232.030029296875,1246.8699951171875,1246.8699951171875,4279500,AMZN,2018-01-08,54.391254,41.16999816894531,0.0,1205.6999969482422
2018-01-09,1256.9000244140625,1259.3299560546875,1241.760009765625,1252.699951171875,1252.699951171875,3661300,AMZN,2018-01-09,858.5923,896.22998046875,0.0,356.469970703125
2018-01-10,1245.1500244140625,1254.3299560546875,1237.22998046875,1254.3299560546875,1254.3299560546875,2686000,AMZN,2018-01-10,134.37871,128.32000732421875,0.0,1126.0099487304688
2018-01-11,1259.739990234375,1276.77001953125,1256.4599609375,1276.6800537109375,1276.6800537109375,3125000,AMZN,2018-01-11,36.590664,25.670000076293945,0.0,1251.0100536346436
2018-01-12,1273.3900146484375,1305.760009765625,1273.3900146484375,1305.199951171875,1305.199951171875,5443700,AMZN,2018-01-12,86.163826,65.23000335693361,0.0,1239.9699478149414
2018-01-16,1323.0,1339.93994140625,1292.300048828125,1304.8599853515625,1304.8599853515625,7220700,AMZN,2018-01-16,48.953533,42.619998931884766,0.0,1262.2399864196777
2018-01-17,1312.239990234375,1314.0,1280.8800048828125,1295.0,1295.0,5253800,AMZN,2018-01-17,51.852264,43.279998779296875,0.0,1251.7200012207031
2018-01-18,1293.949951171875,1304.5999755859375,1284.02001953125,1293.3199462890625,1293.3199462890625,4026900,AMZN,2018-01-18,15.753102,7.559999942779541,0.0,1285.759946346283
2018-01-19,1312.0,1313.0,1292.989990234375,1294.5799560546875,1294.5799560546875,4578500,AMZN,2018-01-19,117.72402,81.9375,0.0,1212.6424560546875
2018-01-22,1297.1700439453125,1327.449951171875,1296.6600341796875,1327.31005859375,1327.31005859375,4140100,AMZN,2018-01-22,846.9487,818.989990234375,0.0,508.320068359375
2018-01-23,1338.0899658203125,1364.9000244140625,1337.3399658203125,1362.5400390625,1362.5400390625,5169300,AMZN,2018-01-23,97.15426,85.31999969482422,0.0,1277.2200393676758
2018-01-24,1374.8199462890625,1388.1600341796875,1338.0,1357.510009765625,1357.510009765625,6807500,AMZN,2018-01-24,298.43903,295.8599853515625,0.0,1061.6500244140625
2018-01-25,1368.0,1378.3399658203125,1357.6199951171875,1377.949951171875,1377.949951171875,4753000,AMZN,2018-01-25,269.55765,267.6300048828125,0.0,1110.3199462890625
2018-01-26,1392.010009765625,1402.530029296875,1380.9100341796875,1402.050048828125,1402.050048828125,4857300,AMZN,2018-01-26,292.86285,299.6400146484375,0.0,1102.4100341796875
2018-01-29,1409.1800537109375,1431.3900146484375,1400.43994140625,1417.6800537109375,1417.6800537109375,5701900,AMZN,2018-01-29,12.936401,6.5833330154418945,0.0,1411.0967206954956
2018-01-30,1403.1700439453125,1439.25,1392.0,1437.8199462890625,1437.8199462890625,5871900,AMZN,2018-01-30,103.998085,92.84999847412111,0.0,1344.9699478149414
2018-01-31,1451.300048828125,1472.5799560546875,1450.0400390625,1450.8900146484375,1450.8900146484375,6424700,AMZN,2018-01-31,60.71016,49.40999984741211,0.0,1401.4800148010254
2018-02-01,1445.0,1459.8800048828125,1385.1400146484375,1390.0,1390.0,9113800,AMZN,2018-02-01,16.16779,12.635416984558104,0.0,1377.364583015442
2018-02-02,1477.3900146484375,1498.0,1414.0,1429.949951171875,1429.949951171875,11125700,AMZN,2018-02-02,23.024078,15.500000000000002,0.0,1414.449951171875
2018-02-05,1402.6199951171875,1458.97998046875,1320.719970703125,1390.0,1390.0,11495000,AMZN,2018-02-05,62.564377,52.45000076293945,0.0,1337.5499992370605
2018-02-06,1361.4599609375,1443.989990234375,1351.7900390625,1442.8399658203125,1442.8399658203125,11066800,AMZN,2018-02-06,135.98856,145.4499969482422,0.0,1297.3899688720703
2018-02-07,1449.0,1460.989990234375,1415.1500244140625,1416.780029296875,1416.780029296875,7162700,AMZN,2018-02-07,97.154915,81.25,0.0,1335.530029296875
2018-02-08,1429.6800537109375,1433.75,1349.93994140625,1350.5,1350.5,8578600,AMZN,2018-02-08,55.709717,63.310001373291016,0.0,1287.189998626709
2018-02-09,1373.489990234375,1383.5,1265.9300537109375,1339.5999755859375,1339.5999755859375,14141500,AMZN,2018-02-09,1450.8705,1500.0,160.4000244140625,0.0
2018-02-12,1364.6700439453125,1393.81005859375,1344.010009765625,1386.22998046875,1386.22998046875,6738900,AMZN,2018-02-12,204.27005,211.52999877929688,0.0,1174.6999816894531
2018-02-13,1385.9300537109375,1419.719970703125,1383.530029296875,1414.510009765625,1414.510009765625,5917900,AMZN,2018-02-13,143.80089,122.01000213623048,0.0,1292.5000076293945
2018-02-14,1406.25,1452.06005859375,1403.3599853515625,1451.050048828125,1451.050048828125,5959200,AMZN,2018-02-14,285.60498,282.1000061035156,0.0,1168.9500427246094
2018-02-15,1466.8900146484375,1468.93994140625,1436.8399658203125,1461.760009765625,1461.760009765625,5652700,AMZN,2018-02-15,245.48862,259.1400146484375,0.0,1202.6199951171875
2018-02-16,1457.3699951171875,1465.800048828125,1446.56005859375,1448.68994140625,1448.68994140625,4472600,AMZN,2018-02-16,44.895664,36.31999969482422,0.0,1412.3699417114258
2018-02-20,1446.489990234375,1488.77001953125,1446.489990234375,1468.3499755859375,1468.3499755859375,6499200,AMZN,2018-02-20,808.4201,832.3499755859375,0.0,636.0
2018-02-21,1485.0,1503.489990234375,1478.9200439453125,1482.9200439453125,1482.9200439453125,6304400,AMZN,2018-02-21,395.7176,374.0899963378906,0.0,1108.8300476074219
2018-02-22,1495.3599853515625,1502.5400390625,1475.760009765625,1485.3399658203125,1485.3399658203125,4858100,AMZN,2018-02-22,50.66917,41.25,0.0,1444.0899658203125
2018-02-23,1495.3399658203125,1500.0,1486.5,1500.0,1500.0,4418100,AMZN,2018-02-23,224.11952,196.2400054931641,0.0,1303.759994506836
2018-02-26,1509.199951171875,1522.8399658203125,1507.0,1521.949951171875,1521.949951171875,4955000,AMZN,2018-02-26,229.34145,194.1499938964844,0.0,1327.7999572753906
2018-02-27,1524.5,1526.780029296875,1507.2099609375,1511.97998046875,1511.97998046875,4808800,AMZN,2018-02-27,218.1028,189.97999572753903,0.0,1321.999984741211
2018-02-28,1519.510009765625,1528.699951171875,1512.0,1512.449951171875,1512.449951171875,4515000,AMZN,2018-02-28,54.97795,41.08000183105469,0.0,1471.3699493408203
2018-03-01,1513.5999755859375,1518.489990234375,1465.0,1493.449951171875,1493.449951171875,6835200,AMZN,2018-03-01,582.0936,569.6300048828125,0.0,923.8199462890625
2018-03-02,1469.0999755859375,1501.050048828125,1455.010009765625,1500.25,1500.25,6587600,AMZN,2018-03-02,1886.4148,1749.6199951171875,249.3699951171875,0.0
2018-03-05,1494.239990234375,1525.3800048828125,1481.0,1523.6099853515625,1523.6099853515625,5233900,AMZN,2018-03-05,3216.1602,3299.300048828125,1775.6900634765625,0.0
2018-03-06,1533.199951171875,1542.1300048828125,1528.0,1537.6400146484375,1537.6400146484375,4561700,AMZN,2018-03-06,747.554,764.6300048828125,0.0,773.010009765625
2018-03-07,1526.52001953125,1545.9000244140625,1522.510009765625,1545.0,1545.0,4174100,AMZN,2018-03-07,38.98892,31.649999618530273,0.0,1513.3500003814697
2018-03-08,1550.0,1554.8800048828125,1545.25,1551.8599853515625,1551.8599853515625,3862600,AMZN,2018-03-08,11.730292,4.125,0.0,1547.7349853515625
2018-03-09,1563.5,1578.93994140625,1559.0799560546875,1578.8900146484375,1578.8900146484375,4534300,AMZN,2018-03-09,1665.3646,1641.0899658203125,62.199951171875,0.0
2018-03-12,1592.5999755859375,1605.3299560546875,1586.699951171875,1598.3900146484375,1598.3900146484375,5174200,AMZN,2018-03-12,104.84555,118.80999755859375,0.0,1479.5800170898438
2018-03-13,1615.9599609375,1617.5400390625,1578.010009765625,1588.1800537109375,1588.1800537109375,6531900,AMZN,2018-03-13,99.723495,79.04000091552734,0.0,1509.1400527954102
2018-03-14,1597.0,1606.43994140625,1590.8900146484375,1591.0,1591.0,4259400,AMZN,2018-03-14,45.61392,39.0099983215332,0.0,1551.9900016784668
2018-03-15,1595.0,1596.9100341796875,1578.1099853515625,1582.3199462890625,1582.3199462890625,4069700,AMZN,2018-03-15,1719.3698,1501.969970703125,-80.3499755859375,0.0
2018-03-16,1583.449951171875,1589.43994140625,1567.5,1571.6800537109375,1571.6800537109375,5425000,AMZN,2018-03-16,49.1399,51.25,0.0,1520.4300537109375
2018-03-19,1554.530029296875,1561.6600341796875,1525.3499755859375,1544.9300537109375,1544.9300537109375,6580800,AMZN,2018-03-19,90.93288,74.62999725341797,0.0,1470.3000564575195
2018-03-20,1550.3399658203125,1587.0,1545.4100341796875,1586.510009765625,1586.510009765625,4581600,AMZN,2018-03-20,217.72667,188.2400054931641,0.0,1398.270004272461
2018-03-21,1586.449951171875,1590.0,1563.1700439453125,1581.8599853515625,1581.8599853515625,4750800,AMZN,2018-03-21,29.274029,22.8799991607666,0.0,1558.979986190796
2018-03-22,1565.469970703125,1573.8499755859375,1542.4000244140625,1544.9200439453125,1544.9200439453125,6320600,AMZN,2018-03-22,22.7819,21.833332061767575,0.0,1523.086711883545
2018-03-23,1539.010009765625,1549.02001953125,1495.3599853515625,1495.56005859375,1495.56005859375,8006000,AMZN,2018-03-23,10.911438,4.0052080154418945,0.0,1491.554850578308
2018-03-26,1530.0,1556.989990234375,1499.25,1555.8599853515625,1555.8599853515625,5624700,AMZN,2018-03-26,1948.5463,1944.3000488281248,388.4400634765623,0.0
2018-03-27,1572.4000244140625,1575.969970703125,1482.3199462890625,1497.050048828125,1497.050048828125,6999600,AMZN,2018-03-27,685.86395,662.7899780273438,0.0,834.2600708007812
2018-03-28,1447.0,1455.9000244140625,1386.1700439453125,1431.4200439453125,1431.4200439453125,13705300,AMZN,2018-03-28,137.4617,145.75,0.0,1285.6700439453125
2018-03-29,1406.0,1455.469970703125,1365.199951171875,1447.3399658203125,1447.3399658203125,12581100,AMZN,2018-03-29,614.21246,631.0,0.0,816.3399658203125
2018-04-02,1417.6199951171875,1421.3599853515625,1355.0,1371.989990234375,1371.989990234375,10463600,AMZN,2018-04-02,277.62186,263.54998779296875,0.0,1108.4400024414062
2018-04-03,1391.3800048828125,1414.0,1355.3299560546875,1392.050048828125,1392.050048828125,10231200,AMZN,2018-04-03,80.23856,70.7300033569336,0.0,1321.3200454711914
2018-04-04,1358.239990234375,1415.3900146484375,1352.8800048828125,1410.5699462890625,1410.5699462890625,6982300,AMZN,2018-04-04,58.72362,56.20000076293945,0.0,1354.369945526123
2018-04-05,1441.989990234375,1459.56005859375,1427.0699462890625,1451.75,1451.75,6413500,AMZN,2018-04-05,11.911769,4.2604169845581055,0.0,1447.489583015442
2018-04-06,1429.969970703125,1452.5,1400.260009765625,1405.22998046875,1405.22998046875,5882300,AMZN,2018-04-06,40.676674,31.749999999999996,0.0,1373.47998046875
2018-04-09,1425.030029296875,1438.47998046875,1402.5699462890625,1406.0799560546875,1406.0799560546875,4208200,AMZN,2018-04-09,1824.1339,1862.47998046875,456.4000244140625,0.0
2018-04-10,1431.989990234375,1438.3800048828125,1415.699951171875,1436.219970703125,1436.219970703125,4254100,AMZN,2018-04-10,1810.0703,1800.800048828125,364.580078125,0.0
2018-04-11,1439.43994140625,1448.780029296875,1424.8900146484375,1427.050048828125,1427.050048828125,3582500,AMZN,2018-04-11,35.933247,34.86000061035156,0.0,1392.1900482177734
2018-04-12,1439.5,1452.1199951171875,1435.06005859375,1448.5,1448.5,3135000,AMZN,2018-04-12,438.41522,427.80999755859375,0.0,1020.6900024414062
2018-04-13,1449.1400146484375,1459.780029296875,1424.52001953125,1430.7900390625,1430.7900390625,3685300,AMZN,2018-04-13,53.22815,46.125,0.0,1384.6650390625
2018-04-16,1445.0,1447.0,1427.47998046875,1441.5,1441.5,2808600,AMZN,2018-04-16,44.433636,34.5,0.0,1407.0
2018-04-17,1462.300048828125,1507.18994140625,1457.02001953125,1503.8299560546875,1503.8299560546875,5114400,AMZN,2018-04-17,183.57399,160.97000122070312,0.0,1342.8599548339844
2018-04-18,1514.6500244140625,1533.800048828125,1504.1099853515625,1527.8399658203125,1527.8399658203125,5227500,AMZN,2018-04-18,39.801773,35.59000015258789,0.0,1492.2499656677246
2018-04-19,1543.219970703125,1568.52001953125,1539.06005859375,1556.9100341796875,1556.9100341796875,6523700,AMZN,2018-04-19,37.958576,20.458332061767575,0.0,1536.45170211792
2018-04-20,1561.199951171875,1561.199951171875,1516.0899658203125,1527.489990234375,1527.489990234375,5541600,AMZN,2018-04-20,351.07297,313.6499938964844,0.0,1213.8399963378906
2018-04-23,1546.68994140625,1548.0,1503.4100341796875,1517.8599853515625,1517.8599853515625,4465400,AMZN,2018-04-23,42.4582,36.369998931884766,0.0,1481.4899864196777
2018-04-24,1535.800048828125,1539.5,1448.449951171875,1460.0899658203125,1460.0899658203125,7494700,AMZN,2018-04-24,31.604136,21.549999237060547,0.0,1438.539966583252
2018-04-25,1458.0,1469.989990234375,1415.02001953125,1460.1700439453125,1460.1700439453125,6587300,AMZN,2018-04-25,51.325195,38.16999816894531,0.0,1422.0000457763672
2018-04-26,1485.010009765625,1529.4200439453125,1478.5,1517.9599609375,1517.9599609375,8801100,AMZN,2018-04-26,1776.331,1752.7900390625,234.830078125,0.0
2018-04-27,1634.010009765625,1638.0999755859375,1567.3900146484375,1572.6199951171875,1572.6199951171875,13053200,AMZN,2018-04-27,24.16149,15.619999885559082,0.0,1556.9999952316284
2018-04-30,1582.5,1596.0,1560.93994140625,1566.1300048828125,1566.1300048828125,5464100,AMZN,2018-04-30,1975.5403,1870.3199462890623,304.1899414062498,0.0
2018-05-01,1563.219970703125,1585.0,1552.1800537109375,1582.260009765625,1582.260009765625,4572100,AMZN,2018-05-01,27.471176,14.375,0.0,1567.885009765625
2018-05-02,1580.97998046875,1588.5,1566.3599853515625,1569.6800537109375,1569.6800537109375,4360300,AMZN,2018-05-02,55.84059,62.187500000000014,0.0,1507.4925537109375
2018-05-03,1560.010009765625,1574.800048828125,1546.02001953125,1572.0799560546875,1572.0799560546875,4251900,AMZN,2018-05-03,64.27186,52.47999954223633,0.0,1519.5999565124512
2018-05-04,1562.449951171875,1584.9000244140625,1562.18994140625,1580.949951171875,1580.949951171875,3443600,AMZN,2018-05-04,14.952948,7.531250000000001,0.0,1573.418701171875
2018-05-07,1589.3399658203125,1606.949951171875,1587.8299560546875,1600.1400146484375,1600.1400146484375,3801900,AMZN,2018-05-07,280.89575,306.8699951171875,0.0,1293.27001953125
2018-05-08,1595.0,1596.8800048828125,1582.510009765625,1592.3900146484375,1592.3900146484375,3067900,AMZN,2018-05-08,23.460674,18.940000534057617,0.0,1573.4500141143799
2018-05-09,1600.0,1608.0,1592.0,1608.0,1608.0,3637300,AMZN,2018-05-09,981.77155,965.1400146484376,0.0,642.8599853515624
2018-05-10,1608.47998046875,1615.5999755859375,1603.43994140625,1609.0799560546875,1609.0799560546875,2817500,AMZN,2018-05-10,82.292114,46.875,0.0,1562.2049560546875
2018-05-11,1610.989990234375,1611.0999755859375,1597.8900146484375,1602.9100341796875,1602.9100341796875,2263900,AMZN,2018-05-11,1021.9454,992.27001953125,0.0,610.6400146484375
2018-05-14,1604.0,1611.1800537109375,1600.050048828125,1601.5400390625,1601.5400390625,2509500,AMZN,2018-05-14,285.71683,290.5899963378906,0.0,1310.9500427246094
2018-05-15,1587.800048828125,1587.800048828125,1565.219970703125,1576.1199951171875,1576.1199951171875,5077500,AMZN,2018-05-15,748.2221,771.239990234375,0.0,804.8800048828125
2018-05-16,1577.5,1594.4300537109375,1576.6700439453125,1587.280029296875,1587.280029296875,2570600,AMZN,2018-05-16,51.707375,50.95000076293945,0.0,1536.3300285339355
2018-05-17,1580.56005859375,1594.0400390625,1573.0,1581.760009765625,1581.760009765625,2147600,AMZN,2018-05-17,79.24207,75.51000213623047,0.0,1506.2500076293945
2018-05-18,1581.3299560546875,1583.5899658203125,1572.0999755859375,1574.3699951171875,1574.3699951171875,2642600,AMZN,2018-05-18,41.261845,33.40999984741211,0.0,1540.9599952697754
2018-05-21,1585.0,1592.050048828125,1575.0,1585.4599609375,1585.4599609375,2925200,AMZN,2018-05-21,2018.0673,1832.8900146484375,247.4300537109375,0.0
2018-05-22,1589.8900146484375,1589.8900146484375,1575.25,1581.4000244140625,1581.4000244140625,2115600,AMZN,2018-05-22,30.70225,30.10416793823243,0.0,1551.29585647583
2018-05-23,1571.050048828125,1601.8599853515625,1566.3399658203125,1601.8599853515625,1601.8599853515625,3361900,AMZN,2018-05-23,136.50845,117.38999938964844,0.0,1484.469985961914
2018-05-24,1598.030029296875,1608.239990234375,1588.3800048828125,1603.0699462890625,1603.0699462890625,3430000,AMZN,2018-05-24,440.27078,430.7799987792969,0.0,1172.2899475097656
2018-05-25,1603.0,1614.1199951171875,1600.449951171875,1610.1500244140625,1610.1500244140625,2698400,AMZN,2018-05-25,71.881096,78.56250000000001,0.0,1531.5875244140625
2018-05-29,1600.7099609375,1621.7900390625,1600.1500244140625,1612.8699951171875,1612.8699951171875,3846500,AMZN,2018-05-29,187.60884,183.8699951171875,0.0,1429.0
2018-05-30,1618.0999755859375,1626.0,1612.9300537109375,1624.8900146484375,1624.8900146484375,2907400,AMZN,2018-05-30,1921.7913,1977.9000244140623,353.0100097656248,0.0
2018-05-31,1623.0,1635.0,1621.3499755859375,1629.6199951171875,1629.6199951171875,3166300,AMZN,2018-05-31,96.16718,89.37999725341797,0.0,1540.2399978637695
2018-06-01,1637.030029296875,1646.72998046875,1635.0899658203125,1641.5400390625,1641.5400390625,3313400,AMZN,2018-06-01,44.41917,36.31999969482422,0.0,1605.2200393676758
2018-06-04,1648.9000244140625,1665.6800537109375,1645.489990234375,1665.27001953125,1665.27001953125,3187700,AMZN,2018-06-04,26.390549,22.209999084472656,0.0,1643.0600204467773
2018-06-05,1672.989990234375,1699.0,1670.06005859375,1696.3499755859375,1696.3499755859375,4782200,AMZN,2018-06-05,85.794876,63.47000122070313,0.0,1632.8799743652344
2018-06-06,1704.510009765625,1714.5,1686.469970703125,1695.75,1695.75,5473200,AMZN,2018-06-06,841.323,852.1900024414062,0.0,843.5599975585938
2018-06-07,1698.56005859375,1699.9000244140625,1676.1099853515625,1689.300048828125,1689.300048828125,3765700,AMZN,2018-06-07,769.66364,841.6599731445312,0.0,847.6400756835938
2018-06-08,1681.1199951171875,1689.43994140625,1673.010009765625,1683.989990234375,1683.989990234375,2955100,AMZN,2018-06-08,659.83875,632.6500244140625,0.0,1051.3399658203125
2018-06-11,1681.510009765625,1694.239990234375,1680.5899658203125,1689.1199951171875,1689.1199951171875,2335500,AMZN,2018-06-11,50.71083,39.630001068115234,0.0,1649.4899940490723
2018-06-12,1693.0,1699.510009765625,1691.52001953125,1698.75,1698.75,2259200,AMZN,2018-06-12,1833.2811,1720.260009765625,21.510009765625,0.0
2018-06-13,1702.81005859375,1713.75,1700.1199951171875,1704.8599853515625,1704.8599853515625,3327500,AMZN,2018-06-13,43.927814,32.52000045776367,0.0,1672.3399848937988
2018-06-14,1713.47998046875,1724.800048828125,1708.8699951171875,1723.8599853515625,1723.8599853515625,3174400,AMZN,2018-06-14,30.933672,21.31999969482422,0.0,1702.5399856567383
2018-06-15,1714.0,1720.8699951171875,1708.52001953125,1715.969970703125,1715.969970703125,4777600,AMZN,2018-06-15,50.1477,42.9375,0.0,1673.032470703125
2018-06-18,1706.260009765625,1726.739990234375,1702.56005859375,1723.7900390625,1723.7900390625,3107700,AMZN,2018-06-18,216.38135,213.8500061035156,0.0,1509.9400329589844
2018-06-19,1709.0400390625,1736.1099853515625,1700.3900146484375,1734.780029296875,1734.780029296875,4290100,AMZN,2018-06-19,71.50633,63.750000000000014,0.0,1671.030029296875
2018-06-20,1742.5,1762.9300537109375,1741.3599853515625,1750.0799560546875,1750.0799560546875,4332600,AMZN,2018-06-20,1676.3418,1607.949951171875,0.0,142.1300048828125
2018-06-21,1760.0,1763.0999755859375,1717.56005859375,1730.219970703125,1730.219970703125,4941100,AMZN,2018-06-21,20.958086,11.0,0.0,1719.219970703125
2018-06-22,1742.6199951171875,1743.0,1711.9000244140625,1715.6700439453125,1715.6700439453125,4075100,AMZN,2018-06-22,381.1265,341.9599914550781,0.0,1373.7100524902344
2018-06-25,1702.510009765625,1705.0,1646.31005859375,1663.1500244140625,1663.1500244140625,7511200,AMZN,2018-06-25,41.873604,34.72999954223633,0.0,1628.4200248718262
2018-06-26,1672.3699951171875,1701.5699462890625,1663.3399658203125,1691.0899658203125,1691.0899658203125,4386600,AMZN,2018-06-26,345.9796,325.0,0.0,1366.0899658203125
2018-06-27,1708.1099853515625,1711.949951171875,1660.0,1660.510009765625,1660.510009765625,4872200,AMZN,2018-06-27,224.34949,198.36000061035156,0.0,1462.1500091552734
2018-06-28,1672.5400390625,1705.5,1661.1700439453125,1701.449951171875,1701.449951171875,4529700,AMZN,2018-06-28,347.4604,362.1000061035156,0.0,1339.3499450683594
