Price,MidPrice,FuturePrice_60d
Ticker,,
Date,,
2020-07-30,60.90147809806377,58.312262984359606
2020-07-31,59.77090259634133,58.80964609758088
2020-08-03,58.332754618864925,58.86864904122045
2020-08-04,59.35524805110856,58.105712566493
2020-08-05,59.02689106786485,57.524013893333
2020-08-06,59.733508227609164,57.44815143532449
2020-08-07,59.326150416912455,57.81907967635145
2020-08-10,60.71860448913266,58.400770583148386
2020-08-11,61.80760447984256,58.54408632433659
2020-08-12,62.47680231801771,58.131003329584594
2020-08-13,61.27557288606309,58.19423475239087
2020-08-14,59.93300869855392,58.92344798233135
2020-08-17,58.9645436329361,59.087843792125646
2020-08-18,58.723466768131296,60.86663009371654
2020-08-19,59.243801662351345,62.110100854427586
2020-08-20,59.05832548631915,62.1606777851498
2020-08-21,59.06676493459699,61.51575964689189
2020-08-24,58.392345021745925,62.59062392127097
2020-08-25,59.20165067120631,63.243969627273195
2020-08-26,58.788556478040654,64.49586502699029
2020-08-27,58.47242614175384,66.12290566724914
2020-08-28,58.34176166432218,66.92799784704403
2020-08-31,57.802228856905515,67.18511493269014
2020-09-01,56.60933779634091,67.93541662307936
2020-09-02,56.72314277084773,69.45287623100187
2020-09-03,57.50715935694131,68.70256591673363
2020-09-04,56.423867318537276,68.16304147102517
2020-09-07,56.373293369078056,67.32422663370393
2020-09-08,57.477654139847246,67.13032339614631
2020-09-09,56.22575846995472,67.62349230021971
2020-09-10,56.73578840909707,67.2567715067797
2020-09-11,55.555557786892614,67.43381995739212
2020-09-14,55.79160469004582,67.96492334563115
2020-09-15,55.230982155714145,68.36535919060316
2020-09-16,55.34479305515075,69.62569826180066
2020-09-17,54.9527867620531,70.24110236061428
2020-09-18,54.5776436963223,69.67204241573211
2020-09-21,53.8695001444728,70.1483609711342
2020-09-22,53.14027487704655,70.54879809854401
2020-09-23,53.85263670678471,70.3844137296882
2020-09-24,53.81891695770233,71.36654968180096
2020-09-25,55.47968192589967,70.62890061274751
2020-09-28,55.635641459581905,70.02192684631733
2020-09-29,55.18040476638194,69.6214688655636
2020-09-30,53.81469528539142,69.95869478238082
2020-10-01,53.93272484666169,70.44343499995483
2020-10-02,53.802048250685964,70.73427448916607
2020-10-05,55.09188646684973,70.45185412195892
2020-10-06,55.8253195381361,69.76479233672302
2020-10-07,56.373289100661,69.96290720222073
2020-10-08,57.47765566067753,70.06828777220242
2020-10-09,57.414421156737745,69.79850636986569
2020-10-12,57.452368202853606,71.21901709458814
2020-10-13,58.56936939028554,71.91872309428246
2020-10-14,57.991901309372594,71.89343694438043
2020-10-15,58.12678213381416,72.23484839218533
2020-10-16,58.270102937110146,72.23486528936348
2020-10-19,58.95294958647678,72.42876042344545
2020-10-20,58.653682810920614,72.28122805968027
2020-10-21,58.5398761806202,71.56043970990265
2020-10-22,58.312262984359606,71.70375526756351
2020-10-23,58.80964609758088,71.43820122880379
2020-10-26,58.86864904122045,71.80492270161437
2020-10-27,58.105712566493,71.6953187604945
2020-10-28,57.524013893333,71.81757680602206
2020-10-29,57.44815143532449,72.77861523917662
2020-10-30,57.81907967635145,71.8470701314594
2020-11-02,58.400770583148386,71.44662863633005
2020-11-03,58.54408632433659,70.67948284703925
2020-11-04,58.131003329584594,72.58894437908862
2020-11-05,58.19423475239087,73.68066137400439
2020-11-06,58.92344798233135,73.73545629300456
2020-11-09,59.087843792125646,74.54053835481528
2020-11-10,60.86663009371654,74.78502487899488
2020-11-11,62.110100854427586,74.10217051049088
2020-11-12,62.1606777851498,73.39401525296665
2020-11-13,61.51575964689189,72.91771638546864
2020-11-16,62.59062392127097,73.28863660186684
2020-11-17,63.243969627273195,73.21278345997105
2020-11-18,64.49586502699029,73.37955498160159
2020-11-19,66.12290566724914,72.78333672190752
2020-11-20,66.92799784704403,71.93402375194239
2020-11-23,67.18511493269014,71.03752248446385
2020-11-24,67.93541662307936,70.52279542898421
2020-11-25,69.45287623100187,70.87452342022497
2020-11-26,68.70256591673363,71.22625709623816
2020-11-27,68.16304147102517,71.72813344729926
2020-11-30,67.32422663370393,70.43271292953321
2020-12-01,67.13032339614631,71.20910663264691
2020-12-02,67.62349230021971,72.53453727858196
2020-12-03,67.2567715067797,72.77046116261918
2020-12-04,67.43381995739212,73.81709239242326
2020-12-07,67.96492334563115,74.14308262396705
2020-12-08,68.36535919060316,75.12965899752531
2020-12-09,69.62569826180066,75.64010268597617
2020-12-10,70.24110236061428,74.9409145412132
2020-12-11,69.67204241573211,74.752183245867
2020-12-14,70.1483609711342,74.23316126763729
2020-12-15,70.54879809854401,74.16881960943263
2020-12-16,70.3844137296882,74.53770770702977
2020-12-17,71.36654968180096,74.65353323414021
2020-12-18,70.62890061274751,74.06586741520914
2020-12-21,70.02192684631733,73.0106653577563
2020-12-22,69.6214688655636,72.82622622435386
2020-12-23,69.95869478238082,72.48735663327969
2020-12-24,70.44343499995483,73.52970225102425
2020-12-29,70.73427448916607,74.09161501366651
2020-12-30,70.45185412195892,74.13021501536085
2020-12-31,69.76479233672302,73.66695782618847
2021-01-04,69.96290720222073,73.37527469524406
2021-01-05,70.06828777220242,73.82566962067827
2021-01-06,69.79850636986569,73.84710690106269
2021-01-07,71.21901709458814,74.19885810539293
2021-01-08,71.91872309428246,74.0315498034717
2021-01-11,71.89343694438043,74.6449505001894
2021-01-12,72.23484839218533,74.77791265002365
2021-01-13,72.23486528936348,74.56344445186238
2021-01-14,72.42876042344545,74.56773930938328
2021-01-15,72.28122805968027,75.08676436863783
2021-01-18,71.56043970990265,75.45566430449315
2021-01-19,71.70375526756351,75.35272306066419
2021-01-20,71.43820122880379,76.06475192472567
2021-01-21,71.80492270161437,75.67870912149391
2021-01-22,71.6953187604945,75.15969023560427
2021-01-25,71.81757680602206,76.2277535718101
2021-01-27,72.77861523917662,76.49369802383458
2021-01-28,71.8470701314594,76.69531001548926
2021-01-29,71.44662863633005,76.49370138417441
2021-02-01,70.67948284703925,77.0899301895775
2021-02-02,72.58894437908862,77.4674033676992
2021-02-03,73.68066137400439,76.7039004389961
2021-02-04,73.73545629300456,76.85401941954672
2021-02-05,74.54053835481528,77.37731757152585
2021-02-08,74.78502487899488,79.45342481718669
2021-02-09,74.10217051049088,79.75797440295993
2021-02-10,73.39401525296665,80.17834679914262
2021-02-11,72.91771638546864,81.0919778201222
2021-02-12,73.28863660186684,81.31932374483233
2021-02-15,73.21278345997105,81.31504421570074
2021-02-16,73.37955498160159,82.10428911713174
2021-02-17,72.78333672190752,83.14234208050962
2021-02-18,71.93402375194239,83.54983310503098
2021-02-19,71.03752248446385,84.12034723106996
2021-02-22,70.52279542898421,82.36166506680654
2021-02-23,70.87452342022497,83.42544120902
2021-02-24,71.22625709623816,84.09031181517048
2021-02-25,71.72813344729926,84.39914460410156
2021-02-26,70.43271292953321,85.14551625073332
2021-03-01,71.20910663264691,85.28707447941031
2021-03-02,72.53453727858196,85.196994099762
2021-03-03,72.77046116261918,85.63879896911072
2021-03-04,73.81709239242326,85.97766595981756
2021-03-05,74.14308262396705,85.28706488760068
2021-03-08,75.12965899752531,85.93049945413642
2021-03-09,75.64010268597617,86.52243026335931
2021-03-10,74.9409145412132,87.61622176978537
2021-03-11,74.752183245867,87.58192617016246
2021-03-12,74.23316126763729,87.2173164347688
2021-03-15,74.16881960943263,86.84413553610631
2021-03-16,74.53770770702977,87.01142004738223
2021-03-17,74.65353323414021,86.80123762675146
2021-03-18,74.06586741520914,87.91220879977637
2021-03-19,73.0106653577563,89.57652129893579
2021-03-22,72.82622622435386,90.68318569648662
2021-03-23,72.48735663327969,89.66659817875144
2021-03-24,73.52970225102425,85.69456521475509
2021-03-25,74.09161501366651,86.04630382332908
2021-03-26,74.13021501536085,85.39001075713496
2021-03-29,73.66695782618847,84.78092070109372
2021-03-30,73.37527469524406,85.45864883655592
2021-03-31,73.82566962067827,85.4972546851373
2021-04-01,73.84710690106269,85.61305880109518
2021-04-06,74.19885810539293,86.11064571703892
2021-04-07,74.0315498034717,85.16695489001688
2021-04-08,74.6449505001894,85.20557790927464
2021-04-09,74.77791265002365,85.02112974654392
2021-04-12,74.56344445186238,84.98251160163107
2021-04-13,74.56773930938328,85.02113079568983
2021-04-14,75.08676436863783,85.29565590669657
2021-04-15,75.45566430449315,84.60504646191532
2021-04-16,75.35272306066419,85.15409157759188
2021-04-19,76.06475192472567,85.09833127047531
2021-04-20,75.67870912149391,84.5793041560232
2021-04-21,75.15969023560427,84.63077856597732
2021-04-22,76.2277535718101,84.28762391258402
2021-04-23,76.49369802383458,83.61419103705268
2021-04-26,76.69531001548926,83.21956372177215
2021-04-27,76.49370138417441,84.36055949020748
2021-04-28,77.0899301895775,85.29993417985185
2021-04-29,77.4674033676992,84.9825144170012
2021-04-30,76.7039004389961,85.08545618700848
2021-05-03,76.85401941954672,85.83182631844906
2021-05-04,77.37731757152585,85.50154330911415
2021-05-05,79.45342481718669,85.25704090305695
2021-05-06,79.75797440295993,85.49296834173796
2021-05-07,80.17834679914262,86.45379410336272
2021-05-10,81.0919778201222,86.84842871326609
2021-05-11,81.31932374483233,87.38889533150518
2021-05-12,81.31504421570074,88.32400658340094
2021-05-13,82.10428911713174,88.89878342410168
2021-05-14,83.14234208050962,89.94969108063677
2021-05-17,83.54983310503098,91.03063942241522
2021-05-18,84.12034723106996,93.04667075732473
2021-05-19,82.36166506680654,92.11157716935585
2021-05-20,83.42544120902,90.09123723803907
2021-05-21,84.09031181517048,88.40120682538937
2021-05-24,84.39914460410156,87.35550676229542
2021-05-25,85.14551625073332,87.17176495071689
2021-05-26,85.28707447941031,86.76929460176828
2021-05-27,85.196994099762,87.17614871090792
2021-05-28,85.63879896911072,87.52175578495178
2021-05-31,85.97766595981756,87.67924150399386
2021-06-01,85.28706488760068,87.63111380687874
2021-06-02,85.93049945413642,88.20858551066922
2021-06-03,86.52243026335931,88.54108070787935
2021-06-04,87.61622176978537,88.55420667715939
2021-06-07,87.58192617016246,87.54799588476696
2021-06-08,87.2173164347688,87.7667427241775
2021-06-09,86.84413553610631,88.7510618525809
2021-06-10,87.01142004738223,88.89542039875113
2021-06-11,86.80123762675146,89.0135555446065
2021-06-15,87.91220879977637,89.30665807907499
2021-06-16,89.57652129893579,89.46415100004225
2021-06-17,90.68318569648662,88.63294661477912
2021-06-18,89.66659817875144,88.8123106408425
2021-06-21,85.69456521475509,88.40545203565895
2021-06-22,86.04630382332908,88.580444856719
2021-06-23,85.39001075713496,88.60669813070825
2021-06-24,84.78092070109372,89.61288956609708
2021-06-25,85.45864883655592,89.67412609322706
2021-06-28,85.4972546851373,88.63293777783069
2021-06-29,85.61305880109518,87.61361996425296
2021-06-30,86.11064571703892,87.21988618331436
2021-07-01,85.16695489001688,88.02922150475248
2021-07-02,85.20557790927464,88.89542362371319
2021-07-05,85.02112974654392,90.50534699324393
2021-07-06,84.98251160163107,91.43280069644635
2021-07-07,85.02113079568983,90.1684832134006
2021-07-08,85.29565590669657,91.1396892397741
2021-07-09,84.60504646191532,88.40546205694059
2021-07-12,85.15409157759188,90.96033006082223
2021-07-13,85.09833127047531,91.99714588533845
2021-07-14,84.5793041560232,91.00406229580565
2021-07-15,84.63077856597732,90.6803346989086
2021-07-16,84.28762391258402,91.06093759523097
2021-07-19,83.61419103705268,91.30155234961961
2021-07-20,83.21956372177215,91.23155382425068
2021-07-21,84.36055949020748,90.93407584709888
2021-07-22,85.29993417985185,89.82288035049538
2021-07-23,84.9825144170012,89.48601888281746
2021-07-26,85.08545618700848,90.3347318561799
2021-07-27,85.83182631844906,90.92095358016735
2021-07-28,85.50154330911415,91.60341339820914
2021-07-29,85.25704090305695,91.86152945982806
2021-07-30,85.49296834173796,91.60341713187489
2021-08-02,86.45379410336272,92.0715192235376
2021-08-03,86.84842871326609,92.15463818345617
2021-08-04,87.38889533150518,92.36899284488558
2021-08-05,88.32400658340094,93.11708168130201
2021-08-06,88.89878342410168,92.60524159750292
2021-08-09,89.94969108063677,92.73210087567682
2021-08-10,91.03063942241522,92.78023414826532
2021-08-11,93.04667075732473,93.41020279383847
2021-08-12,92.11157716935585,94.38577031430012
2021-08-13,90.09123723803907,95.46196275689377
2021-08-16,88.40120682538937,96.3019242905655
2021-08-17,87.35550676229542,95.65881911939923
2021-08-18,87.17176495071689,95.33073032342902
2021-08-19,86.76929460176828,94.57389658218344
2021-08-20,87.17614871090792,94.24577676308922
2021-08-23,87.52175578495178,94.51264670268918
2021-08-24,87.67924150399386,94.1364028470723
2021-08-25,87.63111380687874,88.4973238113268
2021-08-26,88.20858551066922,85.94682515445794
2021-08-27,88.54108070787935,85.5443424137842
2021-08-30,88.55420667715939,84.70439707538756
2021-08-31,87.54799588476696,84.42002566958345
2021-09-01,87.7667427241775,85.03686239894286
2021-09-02,88.7510618525809,84.27567683838757
2021-09-03,88.89542039875113,83.3875958380392
2021-09-06,89.0135555446065,81.87391964138172
2021-09-07,89.30665807907499,82.13201510060381
2021-09-08,89.46415100004225,81.58079173585605
2021-09-09,88.63294661477912,82.63950241796263
2021-09-10,88.8123106408425,84.4856566037493
2021-09-13,88.40545203565895,84.80938590616243
2021-09-14,88.580444856719,85.58371234048684
2021-09-15,88.60669813070825,85.83746356217333
2021-09-16,89.61288956609708,85.86809009835417
2021-09-17,89.67412609322706,85.61434923076993
2021-09-20,88.63293777783069,85.88996375805013
2021-09-21,87.61361996425296,85.11999467750304
2021-09-22,87.21988618331436,85.0062507441472
2021-09-23,88.02922150475248,84.63877448466525
2021-09-24,88.89542362371319,85.87244949729141
2021-09-27,90.50534699324393,86.55492921547872
2021-09-28,91.43280069644635,87.11488502668134
2021-09-29,90.1684832134006,87.31175282216951
2021-09-30,91.1396892397741,87.54362067838507
2021-10-01,88.40546205694059,88.02484291143686
2021-10-04,90.96033006082223,88.9479301570376
2021-10-05,91.99714588533845,89.36353384129596
2021-10-06,91.00406229580565,88.92605550131458
2021-10-07,90.6803346989086,89.46852068170429
2021-10-08,91.06093759523097,90.33034812050764
2021-10-11,91.30155234961961,88.707323419348
2021-10-12,91.23155382425068,89.52540354126049
2021-10-13,90.93407584709888,90.20348893343149
2021-10-14,89.82288035049538,89.36790377794969
2021-10-15,89.48601888281746,89.127291726707
2021-10-18,90.3347318561799,89.25415725249408
2021-10-19,90.92095358016735,88.63731817053761
2021-10-20,91.60341339820914,88.81230948019837
2021-10-21,91.86152945982806,88.27859168305952
2021-10-22,91.60341713187489,87.37301160629153
2021-10-25,92.0715192235376,86.07369717702346
2021-10-26,92.15463818345617,85.38685427573897
2021-10-27,92.36899284488558,85.06312407106005
2021-10-28,93.11708168130201,84.06566496479968
2021-10-29,92.60524159750292,83.04635954432501
2021-11-01,92.73210087567682,83.30883692475015
2021-11-02,92.78023414826532,82.5738783247464
2021-11-03,93.41020279383847,82.28077012147355
2021-11-04,94.38577031430012,82.78825582767658
2021-11-05,95.46196275689377,81.7820459221057
2021-11-08,96.3019242905655,81.8257874463618
2021-11-09,95.65881911939923,81.98328747238625
2021-11-10,95.33073032342902,81.97014865882728
2021-11-11,94.57389658218344,86.86990878197201
2021-11-12,94.24577676308922,87.83673894296186
2021-11-15,94.51264670268918,86.60741754278732
2021-11-16,94.1364028470723,86.76928481198573
2021-11-17,88.4973238113268,86.86990659141011
2021-11-18,85.94682515445794,87.71724239945411
2021-11-19,85.5443424137842,87.90425896418044
2021-11-22,84.70439707538756,87.16950172170654
2021-11-23,84.42002566958345,86.85333125411779
2021-11-24,85.03686239894286,85.67771646865816
2021-11-25,84.27567683838757,85.82466806690972
2021-11-26,83.3875958380392,84.88951023184521
2021-11-29,81.87391964138172,84.38630787761014
2021-11-30,82.13201510060381,83.60256585754995
2021-12-01,81.58079173585605,84.08796147669413
2021-12-02,82.63950241796263,83.40217646086121
2021-12-03,84.4856566037493,84.50654439763565
2021-12-06,84.80938590616243,84.3417878095397
2021-12-07,85.58371234048684,84.11467456637374
2021-12-08,85.83746356217333,84.69357363393956
2021-12-09,85.86809009835417,85.79349150179681
2021-12-10,85.61434923076993,88.16699391092067
2021-12-13,85.88996375805013,88.21153055942833
2021-12-14,85.11999467750304,90.0996400579712
2021-12-15,85.0062507441472,91.88088953179383
2021-12-16,84.63877448466525,93.10103804544846
2021-12-17,85.87244949729141,94.91790368958226
2021-12-20,86.55492921547872,94.41914809056436
2021-12-21,87.11488502668134,94.40134572855627
2021-12-22,87.31175282216951,94.83775572245602
2021-12-23,87.54362067838507,95.33205018878313
2021-12-24,88.02484291143686,95.1628286496506
2021-12-29,88.9479301570376,94.94462539181876
2021-12-30,89.36353384129596,94.90455720654965
2021-12-31,88.92605550131458,94.77095092114651
2022-01-04,89.46852068170429,95.31868834495103
2022-01-05,90.33034812050764,94.8377522546169
2022-01-06,88.707323419348,93.64876438702714
2022-01-07,89.52540354126049,92.85166505961885
2022-01-10,90.20348893343149,92.81604238275608
2022-01-11,89.36790377794969,93.4038468665533
2022-01-12,89.127291726707,93.63095878434731
2022-01-13,89.25415725249408,93.97384287513584
2022-01-14,88.63731817053761,94.70861204790435
2022-01-17,88.81230948019837,95.07375735636722
2022-01-18,88.27859168305952,94.89564514160156
2022-01-19,87.37301160629153,94.58838086834882
2022-01-20,86.07369717702346,95.21626425566302
2022-01-21,85.38685427573897,95.63040569007427
2022-01-24,85.06312407106005,96.34289845773033
2022-01-25,84.06566496479968,95.01587637224638
2022-01-27,83.04635954432501,92.5176795555936
2022-01-28,83.30883692475015,92.0367436703194
2022-01-31,82.5738783247464,92.32175319099613
2022-02-01,82.28077012147355,92.48205506063624
2022-02-02,82.78825582767658,91.76510347775434
2022-02-03,81.7820459221057,91.0704208231347
2022-02-04,81.8257874463618,91.81409855197258
2022-02-07,81.98328747238625,92.04120492230243
2022-02-08,81.97014865882728,91.30643560667981
2022-02-09,86.86990878197201,91.26190172342706
2022-02-10,87.83673894296186,90.62065985337459
2022-02-11,86.60741754278732,90.45143648194676
2022-02-14,86.76928481198573,90.30894029805658
2022-02-15,86.86990659141011,91.15503269506367
2022-02-16,87.71724239945411,91.88088642800221
2022-02-17,87.90425896418044,93.10994744643071
2022-02-18,87.16950172170654,93.60423692014714
2022-02-21,86.85333125411779,92.31729360811018
2022-02-22,85.67771646865816,92.89174237533595
2022-02-23,85.82466806690972,93.40830683729413
2022-02-24,84.88951023184521,93.1767322564231
2022-02-25,84.38630787761014,94.34789355134698
2022-02-28,83.60256585754995,94.35680906700853
2022-03-01,84.08796147669413,95.04703679555266
2022-03-02,83.40217646086121,95.10048630484073
2022-03-03,84.50654439763565,93.80463196721541
2022-03-04,84.3417878095397,94.27665144203223
2022-03-07,84.11467456637374,94.00502754677515
2022-03-08,84.69357363393956,94.14305509501747
2022-03-09,85.79349150179681,93.41721601671303
2022-03-10,88.16699391092067,91.76064973025647
2022-03-11,88.21153055942833,89.00417988045513
2022-03-14,90.0996400579712,85.03202279257471
2022-03-15,91.88088953179383,83.7539784651176
2022-03-16,93.10103804544846,80.55665138167781
2022-03-17,94.91790368958226,80.65461512159501
2022-03-18,94.41914809056436,81.38491225061509
2022-03-21,94.40134572855627,78.156424862416
2022-03-22,94.83775572245602,78.08518166537971
2022-03-23,95.33205018878313,79.28751057083491
2022-03-24,95.1628286496506,80.3161749834832
2022-03-25,94.94462539181876,79.87086909959444
2022-03-28,94.90455720654965,79.93766664605634
2022-03-29,94.77095092114651,82.70749274468491
2022-03-30,95.31868834495103,83.50905071624933
2022-03-31,94.8377522546169,82.96132274057906
2022-04-01,93.64876438702714,81.39382970127737
2022-04-04,92.85166505961885,80.8995402159517
2022-04-05,92.81604238275608,81.61648574343666
2022-04-06,93.4038468665533,81.20235835510971
2022-04-07,93.63095878434731,81.32257622002963
2022-04-08,93.97384287513584,82.52491671370316
2022-04-11,94.70861204790435,83.09045174883502
2022-04-12,95.07375735636722,82.62734449393426
2022-04-13,94.89564514160156,83.0860056482007
2022-04-14,94.58838086834882,83.88756991399016
2022-04-19,95.21626425566302,83.16616556418671
2022-04-20,95.63040569007427,82.70749122406154
2022-04-21,96.34289845773033,83.9632623470972
2022-04-22,95.01587637224638,84.30616803572943
2022-04-26,92.5176795555936,85.50849793617571
2022-04-27,92.0367436703194,86.31006234510573
2022-04-28,92.32175319099613,86.90231521382904
2022-04-29,92.48205506063624,86.81325309889544
2022-05-02,91.76510347775434,86.39911483188223
2022-05-03,91.0704208231347,87.01809835182505
2022-05-04,91.81409855197258,88.78153583047056
2022-05-05,92.04120492230243,89.53854788019066
2022-05-06,91.30643560667981,89.84581622242264
2022-05-09,91.26190172342706,90.38019133199965
2022-05-10,90.62065985337459,89.82800866035012
2022-05-11,90.45143648194676,90.34011359401688
2022-05-12,90.30894029805658,90.39800844296559
2022-05-13,91.15503269506367,90.70082285977477
2022-05-16,91.88088642800221,90.60729090473144
2022-05-17,93.10994744643071,90.07738411809217
2022-05-18,93.60423692014714,90.06402148644815
2022-05-19,92.31729360811018,89.28027676127067
2022-05-20,92.89174237533595,89.4583972143467
2022-05-23,93.40830683729413,90.20206897375913
2022-05-24,93.1767322564231,90.95352150905428
2022-05-25,94.34789355134698,91.3809573004947
